title,rating
Resident Evil: Afterlife (2010),2.5
Princess (Prinsessa) (2010),2.5
"Social Network, The (2010)",4.0
"Man Vanishes, A (Ningen Johatsu) (1967)",4.0
"Town, The (2010)",4.0
Easy A (2010),4.0
Eat Pray Love (2010),4.0
Howl (2010),3.5
I'm Still Here (2010),4.0
"Patrik Age 1.5 (Patrik 1,5) (2008)",4.0
Flipped (2010),4.0
Wall Street: Money Never Sleeps (2010),3.0
Legend of the Guardians: The Owls of Ga'Hoole (2010),4.0
It's Kind of a Funny Story (2010),3.5
Middle Men (2009),3.0
Alice in Wonderland (1933),4.0
Let Me In (2010),4.0
Sintel (2010),3.5
Secretariat (2010),2.5
Devil (2010),3.5
You Again (2010),3.5
Life as We Know It (2010),3.5
Catfish (2010),4.0
You Will Meet a Tall Dark Stranger (2010),3.5
Stone (2010),3.0
Inside Job (2010),4.5
Monsters (2010),3.5
Never Let Me Go (2010),4.0
"Illusionist, The (L'illusionniste) (2010)",3.0
Luck by Chance (2009),4.5
Rubber (2010),4.0
Jackass 3D (2010),4.0
Restrepo (2010),3.5
Waiting for 'Superman' (2010),4.0
Red (2010),3.5
In a Better World (Hævnen) (2010),3.5
Heartbreaker (L'Arnacoeur) (2010),2.5
Paranormal Activity 2 (2010),3.5
Heartbeats (Les amours imaginaires) (2010),3.0
Hereafter (2010),4.0
Undisputed III: Redemption (2010),4.0
Saw VII 3D - The Final Chapter (2010),4.5
Due Date (2010),3.5
127 Hours (2010),4.0
Megamind (2010),4.0
Black Swan (2010),4.0
I Shot Jesse James (1949),2.0
Unstoppable (2010),3.5
Morning Glory (2010),2.5
Certified Copy (Copie conforme) (2010),4.0
"Next Three Days, The (2010)",3.5
Somewhere (2010),3.0
Biutiful (2010),4.0
"First Beautiful Thing, The (La prima cosa bella) (2010)",4.0
Harry Potter and the Deathly Hallows: Part 1 (2010),4.5
"King's Speech, The (2010)",4.0
Tangled (2010),3.5
"Art of the Steal, The (2009)",4.0
"Fighter, The (2010)",4.0
"Romantics, The (2010)",3.0
"Loved Ones, The (2009)",4.0
Casino Jack (2010),4.0
Vincent Wants to Sea (Vincent will meer) (2010),3.0
London Boulevard (2010),1.5
Skyline (2010),0.5
Beastly (2011),3.5
Love and Other Drugs (2010),2.5
"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",4.0
"Tourist, The (2010)",2.0
Rare Exports: A Christmas Tale (Rare Exports) (2010),4.5
Hatchet II (2010),4.5
All Good Things (2010),3.5
True Grit (2010),4.0
Tron: Legacy (2010),4.0
How Do You Know (2010),3.0
Barney's Version (2010),4.0
"Company Men, The (2010)",2.5
"One-Armed Swordsman, The (Dubei dao) (1967)",3.0
I Saw the Devil (Akmareul boatda) (2010),4.0
Trash Humpers (2009),0.5
Faster (2010),5.0
Little Big Soldier (Da bing xiao jiang) (2010),3.5
Rabbit Hole (2010),3.5
One Week (1920),3.5
Little Fockers (2010),2.0
Gulliver's Travels (2010),1.0
Sweetgrass (2009),4.5
Burlesque (2010),2.5
"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",4.0
Tucker & Dale vs Evil (2010),4.0
Yogi Bear (2010),1.0
Made in Dagenham (2010),2.0
"Green Hornet, The (2011)",3.0
"Way Back, The (2010)",4.0
"Warrior's Way, The (2010)",3.5
Season of the Witch (2011),3.5
Amer (2009),0.5
Cowboys & Aliens (2011),3.5
Anything for Her (Pour elle) (2008),2.5
Day & Night (2010),3.0
Marwencol (2010),4.5
"Dilemma, The (2011)",2.0
Down Argentine Way (1940),5.0
"Trip, The (2010)",4.0
Limitless (2011),3.5
Happy People: A Year in the Taiga (2010),4.5
Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009),4.0
I Spit on Your Grave (2010),4.0
Even the Rain (También la lluvia) (2010),4.0
It Happened on Fifth Avenue (1947),4.5
Zeitgeist: Moving Forward (2011),5.0
No Strings Attached (2011),3.0
"Lincoln Lawyer, The (2011)",3.0
All-Star Superman (2011),4.5
Girls About Town (1931),5.0
Kill! (Kiru) (1968),3.0
Pekka ja Pätkä salapoliiseina (1957),4.0
Unknown (2011),3.0
Cedar Rapids (2011),2.0
Gnomeo & Juliet (2011),3.0
Burke and Hare (2010),4.0
Castaway on the Moon (Kimssi pyoryugi) (2009),4.0
Paul (2011),3.5
"Asphyx, The (1973)",4.5
Brother 2 (Brat 2) (2000),4.5
Emma (2009),2.0
Drive Angry (2011),4.0
Rango (2011),4.0
Take Me Home Tonight (2011),2.5
Confessions (Kokuhaku) (2010),4.0
"Adjustment Bureau, The (2011)",2.5
"Mechanic, The (2011)",3.0
Hall Pass (2011),3.0
"Eagle, The (2011)",2.0
I Am Number Four (2011),3.5
Battle: Los Angeles (2011),2.0
Summer Wars (Samâ wôzu) (2009),4.0
"Sunset Limited, The (2011)",4.0
Winnie the Pooh and the Honey Tree (1966),4.0
Mars Needs Moms (2011),3.5
Scooby-Doo! Curse of the Lake Monster (2010),5.0
Winnie the Pooh and Tigger Too (1974),3.5
Hard Ticket to Hawaii (1987),0.5
Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),4.5
Mesrine: Public Enemy #1 (L'ennemi public n°1) (2008),3.0
Just Go with It (2011),3.0
Cave of Forgotten Dreams (2010),3.0
Red Riding Hood (2011),3.5
"Big Mommas: Like Father, Like Son (2011)",1.0
Super (2010),2.5
"Troll Hunter, The (Trolljegeren) (2010)",4.0
Source Code (2011),3.5
Jane Eyre (2011),3.0
Sucker Punch (2011),3.0
BURN-E (2008),4.0
Senna (2010),4.0
Family Guy Presents: It's a Trap (2010),3.5
Insidious (2010),3.0
Hobo with a Shotgun (2011),2.0
Win Win (2011),4.0
Room in Rome (Habitación en Roma) (2010),2.5
Boy (2010),4.0
Diary of a Wimpy Kid: Rodrick Rules (2011),3.5
Henry's Crime (2010),2.0
Hop (2011),3.0
Playing the Victim (Izobrazhaya zhertvu) (2006),4.0
Films to Keep You Awake: The Christmas Tale (Películas para no dormir: Cuento de navidad) (2005),0.5
13 Assassins (Jûsan-nin no shikaku) (2010),4.5
Hanna (2011),4.0
Connections (1978),5.0
Into Eternity (2010),3.5
Daffy Duck's Quackbusters (1988),2.0
American: The Bill Hicks Story (2009),3.5
Arthur (2011),3.0
Scream 4 (2011),2.5
Rio (2011),3.5
Melancholia (2011),4.0
Thor (2011),3.5
Louis C.K.: Hilarious (2010),4.5
Louis C.K.: Chewed Up (2008),4.0
Atlas Shrugged: Part 1 (2011),2.0
Louis C.K.: Shameless (2007),4.5
Mildred Pierce (2011),4.5
Voices from the List (2004),4.5
Water for Elephants (2011),4.0
African Cats (2011),2.5
Kill the Irishman (2011),4.0
"Fast Five (Fast and the Furious 5, The) (2011)",3.5
Louis Theroux: Law & Disorder (2008),5.0
Idiots and Angels (2008),5.0
Incendies (2010),4.5
Soul Surfer (2011),3.5
Something Borrowed (2011),3.0
Bridesmaids (2011),3.5
Priest (2011),3.0
Mothra (Mosura) (1961),3.0
Pirates of the Caribbean: On Stranger Tides (2011),3.0
Midnight in Paris (2011),3.5
The Man from Nowhere (2010),4.0
"Tree of Life, The (2011)",4.0
"Hangover Part II, The (2011)",3.5
Nothing to Declare (Rien à déclarer) (2010),4.0
Across the Hall (2009),2.0
"Roommate, The (2011)",2.0
Attack the Block (2011),3.5
The Way (2010),4.0
Let the Bullets Fly (2010),3.0
Kung Fu Panda 2 (2011),4.0
X-Men: First Class (2011),3.5
Submarine (2010),4.5
American Grindhouse (2010),4.0
Everything Must Go (2010),3.0
Beginners (2010),4.0
Super 8 (2011),4.0
Bernie (1996),1.5
Green Lantern (2011),1.5
Elektra Luxx (2010),3.0
Mr. Popper's Penguins (2011),2.5
Bad Teacher (2011),3.0
Transformers: Dark of the Moon (2011),2.0
Larry Crowne (2011),3.0
Your Highness (2011),2.0
Too Big to Fail (2011),4.5
Takers (2010),3.0
My Life as McDull (Mak dau goo si) (2001),5.0
Zookeeper (2011),2.0
Horrible Bosses (2011),4.0
Cars 2 (2011),3.0
Between the Folds (2008),3.0
Delhi Belly (2011),4.0
Upside Down: The Creation Records Story (2010),3.0
Monte Carlo (2011),3.0
Harry Potter and the Deathly Hallows: Part 2 (2011),4.0
Drive (2011),4.5
Captain America: The First Avenger (2011),3.5
"Crazy, Stupid, Love. (2011)",4.0
One Day (2011),3.5
"Guard, The (2011)",3.0
Winnie the Pooh (2011),3.0
"Woman, The (2011)",4.0
"New One-Armed Swordsman, The (Xin du bi dao) (1971)",3.0
Mike's New Car (2002),4.0
"Smurfs, The (2011)",1.0
Friends with Benefits (2011),3.5
Paper Birds (Pájaros de papel) (2010),5.0
Blitz (2011),3.0
"Yellow Sea, The (a.k.a. The Murderer) (Hwanghae) (2010)",2.5
Our Idiot Brother (2011),3.5
SUBWAYStories: Tales from the Underground (1997),2.5
Death Race 2 (2010),3.5
Rise of the Planet of the Apes (2011),4.0
Terri (2011),3.5
"Change-Up, The (2011)",4.0
"Help, The (2011)",4.0
30 Minutes or Less (2011),3.0
My Afternoons with Margueritte (La tête en friche) (2010),3.0
Final Destination 5 (2011),4.5
"Very Harold & Kumar 3D Christmas, A (2011)",3.5
Don't Be Afraid of the Dark (2010),3.0
Fright Night (2011),3.5
Another Earth (2011),4.5
Hesher (2010),4.0
Stake Land (2010),4.0
"Debt, The (2011)",2.5
Colombiana (2011),2.5
Bill Cunningham New York (2011),4.5
"Skin I Live In, The (La piel que habito) (2011)",3.5
Conan the Barbarian (2011),1.5
Walled In (2009),3.5
Birdemic: Shock and Terror (2010),3.5
"Inbetweeners Movie, The (2011)",4.0
Red State (2011),3.0
Pearl Jam Twenty (2011),0.5
I Don't Know How She Does It (2011),1.5
Shark Night 3D (2011),1.5
Contagion (2011),3.0
Moneyball (2011),4.0
Neds (2010),4.0
Cold Fish (Tsumetai nettaigyo) (2010),4.0
Phineas and Ferb the Movie: Across the 2nd Dimension (2011),3.5
Northanger Abbey (2007),4.0
"Avengers, The (2012)",4.5
Tinker Tailor Soldier Spy (2011),4.0
"Separation, A (Jodaeiye Nader az Simin) (2011)",4.0
"Dangerous Method, A (2011)",3.0
Warrior (2011),3.0
"Ides of March, The (2011)",3.0
Kill List (2011),4.5
Killer Elite (2011),3.0
Bellflower (2011),3.5
50/50 (2011),4.0
Generation P (2011),3.5
The Artist (2011),2.0
Gigi (1949),3.5
BlinkyTM (2011),3.0
Take Shelter (2011),3.5
Three Outlaw Samurai (Sanbiki no samurai) (1964),3.5
Antonio Gaudí (1985),4.0
Real Steel (2011),2.5
Footloose (2011),2.5
"Thing, The (2011)",3.5
Beautiful Boy (2010),4.0
Tyrannosaur (2011),3.5
Martha Marcy May Marlene (2011),3.5
We Need to Talk About Kevin (2011),4.0
Behind Enemy Lines II: Axis of Evil (2006),2.0
"Three Musketeers, The (2011)",3.0
In Time (2011),2.5
Margaret (2011),3.0
Carnage (2011),3.5
Margin Call (2011),4.5
Paranormal Activity 3 (2011),4.0
Puncture (2011),3.0
Johnny English Reborn (2011),3.5
Abduction (2011),3.5
This Must Be the Place (2011),3.5
Shame (2011),4.0
What's Your Number? (2011),4.5
Headhunters (Hodejegerne) (2011),4.0
Batman: Year One (2011),3.0
Miss Representation (2011),3.5
Puss in Boots (2011),3.0
Tower Heist (2011),3.5
J. Edgar (2011),2.5
"Double, The (2011)",1.5
"Adventures of Tintin, The (2011)",4.0
Starsuckers (2009),4.0
Tomboy (2011),3.0
George Harrison: Living in the Material World (2011),4.0
Hugo (2011),3.5
Immortals (2011),2.0
Jack and Jill (2011),1.5
Into the Abyss (2011),5.0
"Sign of Four, The (1987)",3.0
"Descendants, The (2011)",3.5
Like Crazy (2011),2.5
"Muppets, The (2011)",2.0
"Twilight Saga: Breaking Dawn - Part 1, The (2011)",2.0
War Horse (2011),3.0
"Rum Diary, The (2011)",4.0
Lifted (2006),4.0
Hipsters (Stilyagi) (2008),3.5
Another Cinderella Story (2008),2.5
Bunraku (2010),1.5
"Sitter, The (2011)",3.0
Extremely Loud and Incredibly Close (2011),3.0
Play the Game (2009),4.0
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),4.0
Asterix and the Vikings (Astérix et les Vikings) (2006),5.0
Happy Feet Two (2011),5.0
Arthur Christmas (2011),0.5
Violet & Daisy (2011),3.0
Bullet to the Head (2012),1.5
"Expendables 2, The (2012)",3.5
"Snowman, The (1982)",4.0
The Hunger Games (2012),4.0
"Dark Knight Rises, The (2012)",4.0
"Bourne Legacy, The (2012)",3.0
Sherlock Holmes: A Game of Shadows (2011),4.0
Coriolanus (2011),2.5
Young Adult (2011),2.0
New Year's Eve (2011),2.0
Mission: Impossible - Ghost Protocol (2011),4.0
We Bought a Zoo (2011),3.0
"Girl with the Dragon Tattoo, The (2011)",4.0
"Darkest Hour, The (2011)",2.5
Last Holiday (1950),4.0
Alvin and the Chipmunks: Chipwrecked (2011),1.0
Salvation Boulevard (2011),1.5
Friends with Kids (2011),3.5
Girl Walks Into a Bar (2011),4.5
Contraband (2012),3.0
"Way South, The (De weg naar het zuiden) (1981)",4.0
Being Elmo: A Puppeteer's Journey (2011),3.5
Joyful Noise (2012),1.5
"Iron Lady, The (2011)",3.0
Albatross (2011),2.5
"Revenant, The (2009)",4.5
Underworld: Awakening (2012),4.0
"Grey, The (2012)",2.0
Man on a Ledge (2012),3.0
Sacrifice (Zhao shi gu er) (2010),2.5
Haywire (2011),2.5
Contact High (2009),3.0
"Whistleblower, The (2010)",3.0
Einstein and Eddington (2008),3.5
Apollo 18 (2011),2.0
Seeking Justice (2011),2.0
Red Tails (2012),1.5
"Flowers of War, The (Jin líng shí san chai) (2011)",4.5
Intouchables (2011),4.5
One for the Money (2012),2.0
"Innkeepers, The (2011)",3.0
Puss in Boots (Nagagutsu o haita neko) (1969),4.0
Grave Encounters (2011),3.5
Chronicle (2012),4.0
"Woman in Black, The (2012)",4.0
Woman in Love (Rubbeldiekatz) (2011),1.0
"Art of Getting By, The (2011)",3.0
All Watched Over by Machines of Loving Grace (2011),4.0
Dylan Moran: Monster (2004),5.0
Safe House (2012),3.5
"Vow, The (2012)",3.0
Louis C.K.: Live at the Beacon Theater (2011),4.5
Pitfall (Otoshiana) (1962),3.5
Monsieur Lazhar (2011),4.5
"For a Good Time, Call... (2012)",2.5
Janie Jones (2010),2.5
Journey 2: The Mysterious Island (2012),0.5
Perfect Sense (2011),4.0
Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001),2.0
"Atomic Brain, The (1963)",3.5
Ghost Rider: Spirit of Vengeance (2012),2.0
Prayers for Bobby (2009),3.5
"Very Potter Musical, A (2009)",4.0
"Very Potter Sequel, A (2010)",5.0
Miss Nobody (2010),5.0
"Civil War, The (1990)",4.0
Ro.Go.Pa.G. (1963),3.0
"Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010)",3.5
Mega Shark vs. Crocosaurus (2010),1.5
Red Hill (2010),3.0
Mickey's The Prince and the Pauper (1990),2.0
Gone (2012),1.5
Project X (2012),2.5
Dr. Seuss' The Lorax (2012),3.5
"Big Year, The (2011)",4.0
Act of Valor (2012),3.5
Trailer Park Boys (1999),5.0
This Means War (2012),2.0
John Carter (2012),3.0
Goon (2011),2.5
"Ledge, The (2011)",2.5
21 Jump Street (2012),3.0
"Jeff, Who Lives at Home (2012)",4.0
Lockout (2012),3.0
"Snowtown (Snowtown Murders, The) (2011)",2.5
Space Battleship Yamato (2010),3.0
Jiro Dreams of Sushi (2011),4.0
Damsels in Distress (2011),2.5
Salmon Fishing in the Yemen (2011),1.5
Wrath of the Titans (2012),3.0
Detachment (2011),4.0
Iron Sky (2012),4.0
Absentia (2011),3.5
American Reunion (American Pie 4) (2012),3.0
The Raid: Redemption (2011),4.5
"Cabin in the Woods, The (2012)",4.5
God Bless America (2011),4.5
"Three Stooges, The (2012)",1.5
"Raven, The (2012)",2.0
North & South (2004),4.5
"Big Bang, The (2011)",1.5
Mirror Mirror (2012),3.0
Battleship (2012),2.0
"Best Exotic Marigold Hotel, The (2011)",4.0
Comic-Con Episode IV: A Fan's Hope (2011),2.0
Bully (2011),4.0
Hysteria (2011),4.0
Dante's Inferno: An Animated Epic (2010),3.0
"Atomic Submarine, The (1959)",3.0
"Five-Year Engagement, The (2012)",2.0
Think Like a Man (2012),2.5
"Lucky One, The (2012)",4.0
Safe (2012),3.5
Dark Shadows (2012),2.0
96 Minutes (2011) ,2.5
"Decoy Bride, The (2011)",4.0
Rocket Singh: Salesman of the Year (2009),4.0
"Dictator, The (2012)",4.5
Walking with Monsters (2005),4.0
Men in Black III (M.III.B.) (M.I.B.³) (2012),4.0
Snow White and the Huntsman (2012),3.0
Sound of My Voice (2011),3.5
Eva (2011),5.0
"Pirates! Band of Misfits, The (2012)",3.5
Prometheus (2012),4.0
"Pact, The (2012)",3.5
Bernie (2011),3.5
Inhale (2010),2.5
Take This Waltz (2011),3.5
Wanderlust (2012),3.0
Moonrise Kingdom (2012),4.0
Get the Gringo (2012),4.0
Superman/Doomsday (2007) ,4.0
"Thousand Words, A (2012)",2.5
Safety Not Guaranteed (2012),4.0
Madagascar 3: Europe's Most Wanted (2012),2.0
Your Sister's Sister (2011),4.0
Dragon Ball: The Curse Of The Blood Rubies (Doragon bôru: Shenron no densetsu) (1986),3.5
Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),3.5
Superman/Batman: Public Enemies (2009),5.0
Dragon Ball: Mystical Adventure (Doragon bôru: Makafushigi dai bôken) (1988),3.5
Dragon Ball Z the Movie: The World's Strongest (a.k.a. Dragon Ball Z: The Strongest Guy in The World) (Doragon bôru Z: Kono yo de ichiban tsuyoi yatsu) (1990),4.0
Brave (2012),4.0
Beauty and the Beast: The Enchanted Christmas (1997),4.0
Front of the Class (2008),5.0
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),3.0
Pocahontas II: Journey to a New World (1998) ,2.0
What to Expect When You're Expecting (2012),3.0
To Rome with Love (2012),3.0
Abraham Lincoln: Vampire Hunter (2012),2.0
First Position (2011),3.5
Rock of Ages (2012),3.0
Seeking a Friend for the End of the World (2012),4.0
Presto (2008),5.0
Jack-Jack Attack (2005),4.5
One Man Band (2005),4.0
Ted (2012),3.5
Magic Mike (2012),2.0
Dragon Ball Z: The Return of Cooler (Doragon bôru Z 6: Gekitotsu! Hyakuoku pawâ no senshi) (1992),4.0
Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),4.0
Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992),4.0
Dragon Ball Z: Broly - The Legendary Super Saiyan (Doragon bôru Z 8: Moetsukiro!! Nessen retsusen-chô gekisen) (1993),4.0
Cleanskin (2012),3.5
"Amazing Spider-Man, The (2012)",4.0
Dragon Ball Z: Bojack Unbound (Doragon bôru Z 9: Ginga girigiri!! Butchigiri no sugoi yatsu) (1993),4.0
Ice Age 4: Continental Drift (2012),3.0
Beasts of the Southern Wild (2012),4.0
Savages (2012),2.5
"Firm, The (2009)",3.0
Spirit Camp (2009),4.5
Geri's Game (1997),4.0
Some Guy Who Kills People (2011),4.5
Treasure Island (2012),2.0
"Watch, The (2012)",3.0
"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",3.0
2 Days in New York (2012),2.5
Killer Joe (2011),4.5
Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),4.0
Dragon Ball Z: Bio-Broly (Doragon bôru Z 11: Sûpâ senshi gekiha! Katsu no wa ore da) (1994),4.0
Anaconda: The Offspring (2008),0.5
"Christmas Carol, A (1999)",3.0
Goodbye Charlie (1964),5.0
For the Birds (2000),4.0
Ruby Sparks (2012),3.5
Total Recall (2012),3.5
"Angels' Share, The (2012)",4.0
"Immature, The (Immaturi) (2011)",3.5
Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),4.0
Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),3.0
Dragon Ball GT: A Hero's Legacy (Doragon bôru GT: Gokû gaiden! Yûki no akashi wa sû-shin-chû) (1997),2.0
Sidewalls (Medianeras) (2011),4.0
Skyfall (2012),4.0
Hands Over the City (Le mani sulla città) (1963),4.5
"Campaign, The (2012)",4.0
Brake (2012),2.0
Hope Springs (2012),1.0
"Queen of Versailles, The (2012)",2.0
ParaNorman (2012),3.5
Diary of a Wimpy Kid: Dog Days (2012),3.0
Broken (2012),4.5
6 Days to Air: The Making of South Park (2011),4.0
Premium Rush (2012),3.5
"Odd Life of Timothy Green, The (2012)",5.0
Lawless (2012),3.5
Piranha 3DD (a.k.a. Piranha DD) (2012),2.5
Prime Suspect 3 (1993),3.0
Searching for Sugar Man (2012),4.0
Prime Suspect 6: The Last Witness (2003),3.0
Prime Suspect: The Lost Child (1995),2.0
Conception (2011),2.5
Paradise Lost 3: Purgatory (2011),4.0
"Words, The (2012)",4.0
Pitch Perfect (2012),4.0
Samsara (2011),4.0
Runaway Brain (1995) ,5.0
Looper (2012),4.5
That's My Boy (2012),2.5
Robot & Frank (2012),2.5
Resident Evil: Retribution (2012),4.0
Lola Versus (2012),1.5
"Master, The (2012)",3.5
Dredd (2012),4.0
End of Watch (2012),4.0
V/H/S (2012),3.0
"Perks of Being a Wallflower, The (2012)",4.0
"Hunt, The (Jagten) (2012)",4.5
Holy Motors (2012),5.0
Taken 2 (2012),3.0
House at the End of the Street (2012),4.0
My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),5.0
Love Lasts Three Years (L'amour dure trois ans) (2011),3.5
"Tall Man, The (2012)",1.5
LOL (2012),3.5
Rust and Bone (De rouille et d'os) (2012),0.5
Marley (2012),3.0
Frankenweenie (2012),2.5
Sinister (2012),4.0
"Thing: Terror Takes Shape, The (1998)",1.0
Hotel Transylvania (2012),4.0
Side by Side (2012),3.0
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960),3.5
Argo (2012),4.0
Seven Psychopaths (2012),3.0
Liberal Arts (2012),3.0
Catch .44 (2011),1.5
[REC]³ 3 Génesis (2012),3.0
Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),2.5
Paranormal Activity 4 (2012),3.0
Alex Cross (2012),1.5
Cloud Atlas (2012),3.5
'Hellboy': The Seeds of Creation (2004),4.0
Silent Hill: Revelation 3D (2012),3.0
Here Comes the Boom (2012),2.5
Mental (2012),2.0
Killing Them Softly (2012),3.0
"Imposter, The (2012)",4.5
"Sessions, The (Surrogate, The) (2012)",4.0
Smashed (2012),4.0
Wreck-It Ralph (2012),4.0
Silver Linings Playbook (2012),4.0
Flight (2012),4.5
Anna Karenina (2012),3.0
Life of Pi (2012),3.5
"Man with the Iron Fists, The (2012)",2.5
"Bay, The (2012)",2.5
Himizu (2011),3.5
Jackass 3.5 (2011),4.0
Indie Game: The Movie (2012),3.0
"Batman: The Dark Knight Returns, Part 1 (2012)",4.0
Lincoln (2012),4.5
Nature Calls (2012),1.5
Vamps (2012),1.5
"Twilight Saga: Breaking Dawn - Part 2, The (2012)",1.5
10 Years (2011),3.5
Red Dawn (2012),2.0
Rise of the Guardians (2012),3.5
"Fantastic Fear of Everything, A (2012)",4.0
Deadfall (2012),1.5
Byzantium (2012),4.0
Paperman (2012),3.5
"Fearless Hyena, The (Xiao quan guai zhao) (1979)",3.0
Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980),3.0
Hitchcock (2012),4.0
From Up on Poppy Hill (Kokuriko-zaka kara) (2011),4.5
Redline (2009),4.5
Winners and Sinners (Qi mou miao ji: Wu fu xing) (1983),3.0
My Lucky Stars (Fuk sing go jiu) (1985),3.5
"Money Money Money (L'aventure, c'est l'aventure) (1972)",2.5
"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",2.5
"Hobbit: An Unexpected Journey, The (2012)",3.5
Hyde Park on Hudson (2012),2.0
How to Make Love to a Woman (2010),1.5
Zero Dark Thirty (2012),4.0
Fire with Fire (2012),1.5
Warm Bodies (2013),3.0
Wrong (2012),4.0
Playing for Keeps (2012),3.0
"Guilt Trip, The (2012)",2.5
Jack Reacher (2012),4.0
Django Unchained (2012),4.0
This Is 40 (2012),3.0
I Bought a Vampire Motorcycle (1990),3.5
Ice Cream Man (1995),3.5
"Impossible, The (Imposible, Lo) (2012)",3.5
"Misérables, Les (2012)",3.5
Campfire Tales (1997),4.0
Parental Guidance (2012),2.0
John Dies at the End (2012),4.0
"Misérables, Les (2000)",2.5
Promised Land (2012),3.0
English Vinglish (2012),5.0
Fish Story (Fisshu sutôrî) (2009),3.0
Texas Chainsaw 3D (2013),1.5
Gangster Squad (2013),3.0
"Iceman, The (2012)",3.5
It's Such a Beautiful Day (2012),4.5
"Batman: The Dark Knight Returns, Part 2 (2013)",3.5
Everything or Nothing: The Untold Story of 007 (2012),3.0
Codependent Lesbian Space Alien Seeks Same (2011),4.0
"Last Stand, The (2013)",3.5
Upstream Color (2013),3.5
Shadow Dancer (2012),3.0
Human Planet (2011),4.0
Comme un chef (2012),3.5
Movie 43 (2013),4.0
"Pervert's Guide to Ideology, The (2012)",3.5
Sightseers (2012),4.5
Hansel & Gretel: Witch Hunters (2013),3.0
Jim Jefferies: Fully Functional (EPIX) (2012),4.5
Why Stop Now (2012),1.5
Tabu (2012),4.0
Upside Down (2012),3.0
"Liability, The (2012)",3.0
Angst  (1983),3.5
Stand Up Guys (2012),2.5
Side Effects (2013),4.0
Identity Thief (2013),3.0
"ABCs of Death, The (2012)",3.5
Beautiful Creatures (2013),2.0
"Good Day to Die Hard, A (2013)",2.0
21 and Over (2013),3.5
Safe Haven (2013),4.0
Frozen Planet (2011),4.0
"Act of Killing, The (2012)",5.0
Universal Soldier: Day of Reckoning (2012),4.0
Escape from Planet Earth (2013),4.0
Before Midnight (2013),4.0
Snitch (2013),3.5
Dark Skies (2013),3.0
Oh Boy (A Coffee in Berlin) (2012),3.5
Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei) (2013),4.5
Maniac Cop 2 (1990),5.0
Jack the Giant Slayer (2013),2.0
Wadjda (2012),2.5
"Unintentional Kidnapping of Mrs. Elfriede Ott, The (Die Unabsichtliche Entführung der Frau Elfriede Ott) (2010)",2.5
"Legend of Sleepy Hollow, The (1949)",2.0
G.I. Joe: Retaliation (2013),3.0
Stoker (2013),4.0
Oz the Great and Powerful (2013),3.0
"Croods, The (2013)",4.0
"Incredible Burt Wonderstone, The (2013)",2.5
"Call, The (2013)",1.5
Olympus Has Fallen (2013),3.0
"First Time, The (2012)",2.0
Mezzo Forte (1998),3.0
"Place Beyond the Pines, The (2012)",4.0
"Brass Teapot, The (2012)",2.0
Phil Spector (2013),2.0
"Host, The (2013)",3.0
Admission (2013),3.0
Evil Dead (2013),3.5
Trance (2013),4.0
"Perfect Plan, A (Plan parfait, Un) (2012)",4.5
Oblivion (2013),2.0
Dark Tide (2012),1.5
42 (2013),4.0
Wolf Children (Okami kodomo no ame to yuki) (2012),4.0
Disconnect (2012),1.5
"Invincible Iron Man, The (2007)",3.0
Yongary: Monster from the Deep (1967),0.5
Pain & Gain (2013),3.5
Hulk Vs. (2009),3.0
Resolution (2012),4.0
Grabbers (2012),3.0
Justice League: Doom (2012) ,5.0
"Grandmaster, The (Yi dai zong shi) (2013)",2.0
This Is the End (2013),3.0
Iron Man 3 (2013),4.5
"English Teacher, The (2013)",2.0
